row_id,claim,true_label,classifier_label,committed_ddg_final_label,google_candidate_count,source,verdict,reason,google_reason,google_error,final_label
39,"Christie Hides $800,000 in Travel Bills. New Jersey Gov. Chris Christie is refusing to hand over $800,000 in credit-card bills as part of a probe into his travel expenses. The monitoring organization New Jersey Watchdog alleges that Christie has been costing the public a pretty penny for his travels",real,real,fake,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
40,"'There appear to be no rules anymore'. There is an path for Democrats to regain the presidency — and it does not run through Ohio, Michigan or Wisconsin",real,real,fake,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
41,"Blood money, killer cops: How privatization is funding the racist logic of America’s police. As Harris lay struggling and dying, he told the surrounding officers, “I’m losing my breath.” One officer yelled back at him, “Fuck your breath!” Then he insisted that the dying man be handcuffed. “Fuck your",real,real,real,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
42,"How will Facebook, Google and Twitter define the ""Hate"" they plan to censor?. Bloomberg reports that “U.S. Internet giants Facebook Inc., Twitter Inc., Google and Microsoft Corp. pledged to tackle online hate in less than 24 hours as part of a joint commitment with the European Union to combat the u",real,real,fake,0,ddg_deberta,refuted,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
43,"Trump Responds To Devastating Clinton Attack By Slamming Her Looks. After former Secretary of State Hillary Clinton unloaded on Republican presidential nominee Donald Trump in a major foreign policy speech on Thursday, the candidate responded not with substance or facts, but with a petulant tirade f",fake,real,real,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
44,"A Case Study On Why The Obamacare Lawsuit Is Based On Mythical History. The Bentley administration, the Alabama legislature and the governor’s Alabama Health Insurance Exchange Study Commission weighed many of the same issues their counterparts in other states did. How would they finance the exchang",real,real,real,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
45,"The Iran Deal and the Cost of Political Polarization | RealClearPolitics. In just a week or two, Congress will consider (actually, “consider” may be too generous a term in this instance), the negotiated agreement between Iran and the “P5+1” (the five permanent members of the U.N. Security Council—th",real,fake,fake,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
46,"The #NeverTrump’s Final Plan: ‘Elect And Impeach’. We keep calling it their “last, desperate gasp for air” before sinking to the surface, never to rise again. But rise they do –over and over again. I’m speaking about the “NeverTrump” movement that tried desperately to get anyone besides Donald Trump",fake,fake,fake,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
47,"Tax Calculator: The federal debt. The federal government must make regular interest payments on the money it has borrowed to finance past deficits – that is, on the national debt held by the public. The Congressional Budget Office has estimated that the federal government’s net interest payments on",real,real,fake,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
48,What Big Democratic Donors Will Get in Philadelphia. The Democratic National Committee is offering all sorts of perks at next year’s presidential nominating convention in Philadelphia in return for whopping contributions,real,fake,fake,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
49,"Why You Should Pay Attention to the Anti-Trump Riots and How to Prepare. Outbreak of Violent Riots A number of riots have broken out in Los Angeles, Oakland, Portland, Austin and Manhattan following the election of Donald Trump to the U.S. presidency. One anti-Trump protester in Los Angeles is quote",fake,fake,fake,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
50,"Charleston Church Holds First Service Since Shootings. ""We ask that everything be done with dignity. There will be no backpacks, fanny packs or cameras. This is for security purposes,"" a man doing crowd control at the church told the swarm of people assembled near the door. Church members were given",real,real,real,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
51,"Colombia: And now, “narco torpedoes” | Opinion - Conservative. (Before It's News) InSight Crime reports on sailboats transporting cocaine by towing packages tied with dead weights, Why Colombia Traffickers Love High-Tech ‘Narco Torpedoes’. As the article points out, reports of trafficking by underwa",fake,fake,fake,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
52,"Obama Hosts ‘Dreamers,’ Vows to Block Any Rollback of Immigration Actions. President Barack Obama held a meeting with six illegal immigrants in the Oval Office Wednesday, vowing to veto any legislation that would roll back his executive actions on immigration",real,real,fake,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
53,"Lebanon Chooses Iran And Hezbollah Ally Michel Aoun As President. USA Today reports: Aoun, 81, is an ally of Hezbollah, the Shiite militia and political party backed by Iran that has helped Syrian President Bashar Assad survive a five-year civil war on Lebanon’s border. The vote for Aoun, by 83 of p",fake,real,fake,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
54,Bernie Sanders Wrote an Open Letter Calling on President Obama to Stop the Dakota Pipeline. We Are Change Senator Bernie Sanders is demanding President Barack Obama stand by his commitment to curb climate change by stopping the Dakota pipeline. In a statement issued on his official U.S. Senate websi,fake,fake,real,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
55,"Obama On Climate Change: 'I Actually Think We're Going To Solve This Thing'. Obama On Climate Change: 'I Actually Think We're Going To Solve This Thing' ""I actually think we're going to solve this thing."" That's what President Obama said in a news conference just before he left a United Nations summ",real,real,real,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
56,"Russia May Deny LGBT Driver's Licenses. A new decree by the Russian government would refuse driver's licenses to transgender people, as well as other several other groups. The Association of Russian Lawyers for Human Rights reports Decision 1604 made on Jan. 6 adds new classifications to a list of “",real,fake,real,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
57,"Now waiting for the results | Opinion - Conservative. (Before It's News) Compare and contrast New Jersey and Florida voting protocols, In Florida the information on your voter registration card and ID have to match, you are issued a 12″ printout (similar to a cash register receipt) showing your name",fake,fake,fake,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
58,"Juror in Oregon militia trial dismissed for bias: judge. Reuters A juror in the trial of seven militia members charged with seizing a U.S. wildlife refuge in Oregon at gunpoint earlier this year was dismissed for bias, a federal judge said on Wednesday. Prosecutors and defense attorneys in the case",fake,fake,real,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
59,"Why Congress Doesn't Really Worry About What Most Americans Think. Why Congress Doesn't Really Worry About What Most Americans Think With each week, we have come to expect another jarring outrage from the self-proclaimed Islamic State, also known as ISIS or ISIL, the new breed of terrorists that is",real,real,real,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
60,"Clinton ‘Not Concerned’ About New Flap Over Classified Emails. Hillary Clinton sought to minimize new disclosures that top secret government information passed through the private email server she used when she was secretary of state, dismissing the controversy as an “inter-agency dispute” that pale",real,real,fake,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
61,"The Political Songs Of Leonard Cohen. It was rare for poet and singer-songwriter Leonard Cohen to venture into the realm of politics, however, quite a few of his songs, including some of his love songs, were infused with a bleakness that confronted morality and the darkness of humanity. He also wrot",fake,real,fake,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
62,"WITCH HUNT: COMMUNIST CALIFORNIA Raids Home Of Man Behind Planned Parenthood Baby Parts Videos. Make no mistake about it, we are seeing tactics used by communist countries to shut down views that are contrary to those in positions of power in our government. SACRAMENTO, Calif. (AP) An anti-abortion",fake,fake,fake,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
63,"Study: Statin Cholesterol-lowering Drug Use Linked to Increase in Parkinson’s Disease. Medscape Excerpts: BALTIMORE — New findings from a large national claims database show the use of cholesterol-lowering statin drugs to be associated with an increased risk for Parkinson’s disease (PD), contrary to",fake,fake,real,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
64,"Classless Obama Refuses Photo-Op of White House Welcome with Trump. The Obamas refused to be photographed welcoming President-Elect Donald Trump and his wife Melania to the White House Thursday morning, according to a report by the Wall Street Journal . “The Obamas canceled a photo-op of the current",fake,real,fake,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
65,"Trump RNC manager: 'Winning isn't enough'. ""This is an example of Donald Trump managing, and the type of leadership he will bring to the presidency in November,"" Manafort said in an exclusive interview with CNN's Chris Cuomo. ""He also understood that winning isn't enough, that it's about how you win",real,real,real,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
66,"Anti-War Movement Anticipates More War Under A Clinton Presidency. U.S. Secretary of State Hillary Clinton speaks during a news conference at NATO headquarters in Brussels, Belgium, December 5, 2012. NEW YORK — As the bizarre 2016 presidential election nears its end, activists in the United States a",fake,real,real,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
67,"The Collectivist Election. When Henry Adams wrote in the early 20th century that ""politics, as a practice whatever its professions, had always been the systematic organization of hatreds,"" there was ample reason to take him literally. The world back then was on the verge of a cataclysmic war that wo",real,real,real,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
68,"This Is the Least Important Election of Our Lifetimes. During the 1864 presidential race between Abraham Lincoln and George McClellan, The New York Times published an article that contained this sentence: ""We have had many important elections, but never one so important as that now approaching."" Tho",real,real,real,0,ddg_deberta,refuted,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
69,Russian plane crash in Sinai: All 224 on board killed. Russian state media reported that many of the 217 passengers on Kogalymavia Flight 9268 were Russians returning from vacation. The passenger manifest included 17 children but Russian officials said there were 25 aboard. There were seven crew mem,real,real,real,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
70,"Planned Parenthood ‘Lamborghini’ Exec Haggles Over Price of Baby Parts. A newly released video from Center for Medical Progress (CMP) shows the Planned Parenthood executive who became known for her comment, “I want a Lamborghini,” as payment for fetal tissue, haggling over the price of aborted baby",real,real,real,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
71,"Hustle at Hofstra With Donald Trump and Hillary Clinton. On a chilly and rainy night, American living rooms became filled with a presidential debate that would go down in history as one of the most anticipated in modern times. and for all the wrong reasons. Every televised debate seemed to be more a",fake,real,real,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
72,Elizabeth Warren declares herself ready to be Hillary Clinton's running mate. Senator Elizabeth Warren has declared herself ready to be Hillary Clinton’s running mate in the US presidential election. The Massachusetts senator – popular among the progressive wing of the Democratic party – made the de,real,real,real,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
73,"@POTUS joins Twitter, jokes with @BillClinton. So, it's official. After years of signing ""-BO"" at the end of @BarackObama t o signal the tweets he crafted himself from an account operated by the Organizing for Action staff, the President now has his very own handle @POTUS , tweeting for the first ti",real,fake,real,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
74,"I live in Iran. Here's how sanctions have shaped my life.. It is 2007, and I am an undergraduate at the University of Tehran. I'm very particular. I take notes with Staedtler Triplus Fineliner pens, in purple and green, and on this particular day I've run through the stash I keep in my desk at home.",real,real,real,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
75,"HUFFPOLLSTER: Growing Economy Good News For Obama. GROWING APPROVAL FOR ECONOMY AND PRESIDENT OBAMA - Emily Swanson: ""Americans' views of President Barack Obama have improved slightly in the past two months, and opinions are more positive about the direction of the country and the health of the econ",real,real,real,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
76,"What François De La Rochefoucauld Has To Teach Us About Cynicism. Is there any merit in taking a cynical view of life? Are the observations of cynicism realistic, brave observations on human nature, freed from sentimentality, or are they only the somber commentary offered by one who is a loser at th",fake,fake,fake,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
77,"Trump Gives Victory Speech, Liberals Rediscover Appeal of Limited Government. President-Elect Donald Trump preached national unity and vowed to ""reclaim our country's destiny,"" in his victory speech, which was delivered around 3:00 a.m. in New York City. Rival candidate Hillary Clinton had already c",real,real,fake,0,ddg_deberta,refuted,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
78,Obama Will Address Hillary’s Email Scandal on First Ever ‘Fox News Sunday’. President Obama is appearing on Fox’s Sunday politics show to push Republicans to support Merrick Garland—but he will make bigger news talking about Hillary’s email scandal. “I think where he makes the most news is about Hil,real,real,fake,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
79,"Is The Republican Party On The Verge Of A Historic Crackup?. Is The Republican Party On The Verge Of A Historic Crackup? Something is happening in the Republican Party that has not happened in living memory. The party of unity, tradition, order and hierarchy is breaking apart over one man who person",real,real,fake,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
80,"Baby with Down syndrome lands modeling gig. [Ed. – Way to go, Asher! Way to go, Asher’s parents!] Asher Nash may only be 15-months old, but he’s got the face of an angel. His mother knew of her son’s potential, despite his disability, and wanted an opportunity for him to be represented in the modeli",fake,real,real,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
81,"An open letter to the Commission on Presidential Debates: Bring on instant replay!. As you gentlemen undoubtedly know, Week 1 of the 2016 NFL season concluded with its usual and unusual fanfare: roaring crowds, jammed parking lots, overserved fans, heartfelt renditions of “The Star Spangled Banner”",real,fake,fake,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
82,"Goldman Sachs Endorses Hillary Clinton For President. Goldman Sachs Endorses Hillary Clinton For President Shadowproof He’s with her. On Sunday, former Secretary of State Hillary Clinton earned the endorsement of Goldman Sachs CEO Lloyd Blankfein —an endorsement she had been working toward for years",fake,fake,fake,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
83,FACT CHECK: Trump Is Right That Clinton Might Cause WW3 - Eric Zuesse. Trump claims that Clinton’s policy on Syria would lead to World War 3. Let’s fact check … The Washington Post points out that a vote for Clinton is a vote for escalating military confrontation in Syria and elsewhere: In the raref,fake,real,real,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
84,"Where’s the partisan polarization on abortion?. The recent murders at a Colorado Springs Planned Parenthood center, and the political arguments that have followed, remind us once again of the connection between political polarization and terrorism. We are used to the idea that Democrats support lega",real,real,real,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
85,"Obama: For All The Things Republicans Blame Me For, Getting Blamed For Rise Of Donald Trump Is ""Novel"". Speaking at a joint press conference Thursday morning at the White House with Canadian Prime Minister Justin Trudeau, President Obama makes extended comments regarding the 2016 election, and its u",real,real,real,0,ddg_deberta,refuted,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
86,Millions of ordinary Americans support Donald Trump. Here's why. Let us now address the greatest American mystery at the moment: what motivates the supporters of Republican presidential candidate Donald Trump? I call it a mystery because the working-class white people who make up the bulk of Trumps,real,real,real,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
87,"Hillary's High Crimes & Misdemeanors. If Hillary Clinton is elected president on Tuesday, and if what Bret Baier is reporting from FBI sources on Fox News is true, America is headed for a constitutional crisis. Indeed, it would seem imperative that FBI Director James Comey, even if it violates proto",fake,fake,real,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
